#championsleague i am cmng to watch you...all matches in hyd #feelinghappy hope #mumbaiindians comes to hyd...catch me in #southextension	joy
#mufc wages up19% in13/14 season with #dimaria #falcao #herrera #rojo and others joining where will @manutd be without #epl top 4 and #ucl?	anticipation
#sterlings getting some great experience here. i'm sure he'll learn from it and it will help for the #ucl	joy
@_mosakho need a big miracle to get it this year, other teams are stacked lol. i would say main goal is getting a champions league spot.	fear
@_paddyyyy @tommoswfc_ and man city or bolton isn't really the same haha, premier league champions or a shit champ club?	disgust
@_planetroc i can't remember the last time i could name that many world class united players since the 2008 champions league final	sadness
@_the12thman i genuinely think they plan it so that the big games are straight after champions league games. seems like it	fear
@aaroncrockett90 sad times. you don't need a new stadium anyway. not like you're in the #ucl or anything.	sadness
absolutely buzzing to see liverpool back in the champions league next week 😁	joy
absolutely gutted to be away on a work course for #lfc #championsleague return next week! won't be able to get near a tele tuesday night!	sadness
according to my calculations arsenal will never win the champions league	trust
against celtic, neymar scored the fastest champions league hat-trick (13 minutes) in barcelona history. 4th fastest cl hat-trick overall.	trust
ah...finally they don't have chelsea and real on the same night for champions league!	joy
ajax vs psg, bayern munich vs man city, roma vs cska moscow, chelsea vs schalke, and more #championsleague games next wednesday. #cantwait	anticipation
all i want chelsea 2 - barcelona 0. uefa champions league final.	anticipation
all i want for christmas is, for chicharito to make the winning goal so real madrid wins the champions league.	anticipation
all of you can hate rooney but he was the league, champions league everything with manchester united fuck england's team they full of shit.	anger
am i the only one who's excited about champions league next week today #lfc #ynwa #lfcfamily	anticipation
am soo happy liverpool are in the champions league we actually deserve it	joy
amazing team and fans, all together we are invincibles!! we've got it!! comeback championsleague viscaelbarça	trust
back in the big time next week #championsleague #lfc #ynwa #buzzzing ⚽️	anticipation
back in the champions league this day next week! can't wait!! #lfc	anticipation
bale must think fuck this every time he plays for wales. champions league winner half a year ago and now his country are losing to andorra	sadness
barca are going to win la liga and ive kinda accepted it now	trust
barcelona home and liverpool home champions league edition jersey...can't wait!!!	anticipation
bayern - mcfc next week.. i've missed the champions league so much ❤️❤️❤️	anticipation
being on the kop for the return of champions league football is going to be special 👌⚽️	anticipation
big congratulations granemore ladies on becoming league champions 2014 #gogirls	joy
big improvement in welbeck since he joined arsenal #championsleague	joy
booked and bought tickets to champions league game vs galatasary @ emirates 😏	joy
booked my leave for when lfc play in our first champions league. fuck yh. did you think i'd let that go? did you think fucking no.	joy
booom! got liverpool tickets for champions league opener at anfield next week! 😃😃😃	joy
can not wait for this saturday my local team lahore lions vs mumbai indians in the twenty20 champions league #lahorelahorehai	joy
can't believe how cheap tickets are for the first champions league at anfield! no one will go with me!	surprise
can't believe i'm going to be in the kop for the first home champions league game in years!	joy
can't believe it's only a week to see the mighty reds back in the champions league 🏆⚽️	joy
can't believe it's only a week until we return to the champions league , so excited	joy
can't believe that prick woys putting hendo in. we got champions league. can't afford to lose all our players on england duty	anger
can't wait anymore for @championsleague also can't wait for 11 title coming for @realmadrid #halamadrid	joy
can't wait for champions league football back at anfield...	joy
cannot wait for next tuesday, champions league is back at anfield	joy
cannot wait to here the roar of anfield when @lfc return to greatest stage of all #buzzing #winning #championsleague	joy
cant believe the champions league is back next week and the pool are back in it 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍	joy
cant wait for next tuesday, liverpool's first champions league game :d	joy
cant wait to back at the ground watching the reds in champions league next week me ☺️	joy
cant wait to be there tuesday night, be my first champions league match, that i can remember anyway.	joy
madrid away should be good too... :)	joy
champions league anthem next tuesday, can't wait, we're back! #ynwa	joy
champions league back on itv next tuesday?? think i will give that a miss!! #boring	disgust
champions league begins next week! barcelona, in group f, for future champions, play on wednesday.	anticipation
champions league coming soon! i look forward! #september16th @championsleague	anticipation
champions league football is back at anfield a week today, can't wait #lfc	anticipation
champions league football is back in a week!! what a great time of year fall is😏	joy
dad just got champions league tickets for tuesday !!!! #lfc#uefa#championsleague #lfcvlud	joy
definitely going to be missing school to make it in time for these champions league matches 😂	anticipation
delighted to see ben youssef score that - regularly does it in the african champions league. big talent.	joy
dinner was so nice i decided to play the champions league theme tune as i cleaned the plates away.	joy
does every 1 reckon the atmosphere will be electric next tuesday for the champions league game !!!!	joy
does the pitch look ok? i'll be there with #lfc in a few weeks	fear
england are definitely going to win the champions league on this form	trust
england are unquestionably gonna win the champions league. #soccerball	trust
errmmm does joe lewis realistically think we can get champions league??? ermmm....	fear
euro qualifiers to me are meh with sec & nfl football. need champions league so can down beer & wings at lunch mid week with @theomorrison1	disgust
every champions league stream on russian websites is better than this... #applelive #appleevent	disgust
exactly 1 week to go til champions league is back at anfield, buzzzzin #ynwa	joy
excited @roynemer: champions league begins next week! barcelona, in group f, for future champions, play on wednesday.	joy
excited for the champions league .....i hope lahore lions would be roaring in india	joy
fabio capello has tipped chelsea to win the champions league this season.	trust
fabio capello tips bayern munich or chelsea for the champions league	trust
far out reus out for 4 weeks! he wont play the champions league match against arsenal 😞😞⚽️ this is so unfair for marco reus!	sadness
feels good to be back on itv with clive tyldesley on champions league nights 😌👊👏⚽️	joy
figures said baby ting 😂😂😂😂 fam let that come rochy ain't leaving for shit i would go champions league final on dat trust me aki	trust
finally i bought my champions league tickets for fc basel - real madrid .. i'm excited cant wait.. 😍 #ucl #baselvsrealmadrid	joy
financial fair play fines to be shared out among champions league rivals... nice to see us helping out the poorer clubs.	joy
fingers crossed tomorrow for champions league tickets sale on @lfc website. i'll take the one but three would be nice if there's any takers?	anticipation
finishing 7th and having no champions league... #morethangerrard	sadness
first champions league game at anfield in 5 years and i'm there	joy
first game back in the champions league on tuesday an i've to work #typical	sadness
first shift in my new store is on the same day as liverpool's first champions league game! #sigh	sadness
forget this hodgeball bollox, champions league is back next week!	joy
fuckin buzzing i got tickets for @lfc v pfc ludogorets. first game back in the champions league... let's have it.	joy
fucking yasss fantasy football for champions league get in !!!	joy
geordie shore over great... now bring on the tuesday champions league 🏆cant fucking wait!!!	joy
get...the ... fuck ... in. champions league nights back at anfield... and i'm there #lfc #ynwa #championsleague	joy
glad the premier leagues back this weekend, then champions league next week!! #footballseason #premierleague #championsleague ⚽️🏆	joy
god i can't wait to be at anfield for champions league nights	joy
god, hearing the champions league theme tune just proper fucks me off united aren't in it 😭	sadness
going to arsenal vs galatasaray champions league game with noar&kastriot 😀 #afc #ucl	joy
going to be strange watching champions league and not seeing united in it...	sadness
going to liverpool's first game back in the champions league next week! it's been a long wait!!	joy
going to miss liverpool's return to champions league football because of the army and that makes me sad	sadness
gonna be in barcelona when they play their champions league opener at home #olé	joy
good luck in the u19s champions league, brother. @yandhanda 👌⚽	joy
goodmorning. 3 days until the game against atletico. and next week its already championsleague, cant wait!	joy
got @lfc tickets for tuesday, absolutely buzzing!!!!! #championsleague #ynwa	joy
great result for england. should go on and win the league now. #champions	joy
happy to get my hands on some champions league tickets! will be nice to be back at anfield for a european night! #lfc	joy
he's won the champions league, you absolute thunder-cunt. @histfootball	disgust
hello champions league!!! see you 17th at the olimpico!!! daje roma!!	joy
his last good game was arsenal champions league semi final and he ended up getting sent off and we lost final	sadness
holy hell we have a champions league game a week today. fuck yeah.	surprise
holy shit do the switz have more champions league experience in their side than we do?	fear
honestly cant wait for champions league this performance from turkey is pissing me off	disgust
how am i gonna have he+ the day liverpool are back in the champions league 😩😭	sadness
how can @haydngoat not rate djourou, he's played at 3 world cups. also the proud owner of a champions league runners up medal.. 🙇🌚	disgust
how does man united have record revenues the year they fuck up and drop out of champions league play? i'll never understand it	disgust
how far do you thin that we will reach in the championsleague? #askhenderson	anticipation
htc doesn't leverage enough off it's champions league sponsorship and also when was the last time you saw an htc ad? smh	disgust
i accepted the fact that you've won the champions league but i haven't. you still wanna fight me is what i don't get	disgust
i ain't gonna lie. i cried when arsenal lost the champions league final	trust
i already know my favourite moment of the season is gonna be loic remy's goal to knock liverpool out of the champions league spots.	trust
i always whanted to compete at champions league and now it's actually happening 😍	joy
i am happy today as i got tickets for liverpool's return to the champions league against ludogorets. i'm looking forward to it a lot	joy
i am relieved to say i am officially excited about @lfc again! champions league nights back at anfield next tuesday! ohhhh yes!	joy
i am so fkin excited for @lfc first champions league match on tuesday	joy
i believe welbz has a good chance of scoring more champions league goals than rvp and falcao this season.	trust
i can't lie. hearing the champions league anthem and knowing we are not in it burns. thanks mr flipping moyes #mufc	sadness
i don't see real madrid having much trouble in the champions league	trust
i don't think i'm going to be able to watch champions league football this season considering united aren't competing.	sadness
i dont care if welbeck runs the pitch to win the world cup,wins the euros,champions league and the bpl. the guy is still poo	disgust
i hate internationals. so glad the premier league is back this weekend! 🙌 #ucl soon come too 😍	joy
i hear man.utd are currently the richest club globally,but untill they can afford champions league football,i won't believe that shit	disgust
i hope #manchesterunited will come back with winning way under louis van gaal, i hope we come back to the #ucl next season. #mufc	anticipation
i know for sure that bae will watch champions league with me ❤️👌😂😘😍😏⚽️	joy
i mean milan can only get better plus there is no europe pressure this season, my hopes are sky high we can qualify for the #ucl	trust
i missssss chelsea!	sadness
from next week goin there is premiere league, capital one cup and champions league! football overdose!	joy
i need a girl who makes me feel like i won a trophy,something like champions league	sadness
i need some champions league in my life. let's forward to next week. #ucl	anticipation
i now know how tottenham felt when they came 4th and didn't get champions league. if anything its worse if it happens on football manager.	sadness
i rate inler highly, only cos he's performance against chelsea in the champions league 🙊	joy
i really miss seeing serero play though, i'll probably see him in the eufa champions league..	sadness
i really need to go to a champions league night at anfield this season	anticipation
just booked tickets to go to madrid to see the @championsleague to see @realmadrid #halamadrid	joy
just finished uefa champions league in master league. i and my team mates in atletico crowned champions after smashing real madrid (3-2).	joy
just found out i'm going to watch #lfc vs ludogorets! champions league football is back #ynwa @wickett180	surprise
just got tickets to watch barcelona play apoel nicosia next week in the champions league group stage @ camp nou, great!!!	joy
just listening to the champions league anthem will give me goosebumps 😁	joy
just over a week till champions league nights are back at anfield	joy
just over a weekend till champions league nights at anfield are back	joy
just putting it out there: we'll see leeds united back in the champions league before man u #lufc	trust
just qualified for the champions league and the board give me a transfer budget of £590k. let's get the big names in! #fm14 #boro	joy
just realised i'm working next tues night and gonna miss our return to the champions league gutted to say the least	disgust
just realised its almost 10 years from liverpool won the champions league, i feel very very old	disgust
just remembered it's the champions league next week. yesssssssssss	joy
just saw a commercials for the champions league and real madrid if they don't win it again they're overrated	anticipation
just saw a video about league of legends relying on having large breasts on all the female champions and i'm just, are yu new here?	surprise
just seen on itv, next tuesday champions league returns to anfield! buzzing.	joy
just sold my 2 tickets for next weeks champions league match. great service offered by @kopitetickets highly recommended.	joy
just thinking of next week tuesday night puts a smile on my face. #lfc #ucl #anfield	joy
just watched the united game from the @championsleague final at 1999. never doubt @manutd	sadness
just won the champions league for the 4th season in a row on fifa, woooooooooooooo now bed	joy
just won the champions league with tottenham on fifa 14 and my ps vita froze. cruel joke, play station.	sadness
juventus and liverpool to topple the odds and reach the champions league final. sod off spanish mundane domination and german hippy wanks	trust
keep playing like that fabian, you’ll be earning massive money and playing in the champions league next season. 👍	trust
last episode of geordie shore now.. won't miss it that much with the champions league back on tuesday nights 👌	joy
laying in bed an thinking. lfc first ucl game is in 6days !! can't wait !!	joy
league kicks off tonight? who is going to be crowned champions? #5aside	anticipation
lfc will be playing in this stadium in 3 weeks time in the champions league :)	joy
smh. cules still think barca are the biggest club	disgust
little bit excited for the champions league next week! might mean mid week drinking in large quantities 🍻⚽️	fear
liverpool are back in the champions league next week, i can't wait!!	joy
liverpool are the only team who could finish second in the premier league and nearly finish champions and still have shit ratings on fifa.	disgust
liverpool back in the champions league on tuesday, so fucking excitedddddd!!	anticipation
liverpool champions league next tuesday 😭😭😭😭😭😭😩😩⚽️ we back bby	joy
liverpool fc has a potential to take the european champions league this season.can't waiting that moment.:d	anticipation
liverpool has a great attack force in the premier league and maybe in champions league	trust
liverpool have actually made a movie about winning the champions league, whaaaaat?😄😄😄	surprise
liverpool have got you by the bollocks when it comes to these champions league tickets 💸	disgust
luis suarez swapping with robben? doubt it! why would robben leave munich a week after he wins the champions league	trust
maan, my dude ronaldo won the ballon d'or, golden boot, best player in europe, and champions league all in one year 💥💥	joy
mad how much im looking forward to being back at anfield for champions league nights from next week	joy
made a dreadful error for next week. booked up for my classes at the gym to then remember champions league is back next tues! 🙈 #doh!	disgust
madrid away in the champions league booked @lfc you'll never walk alone madrid will be scouse 4/11/2014	joy
madrid for the champions league game and straight to the amsterdam for the week. october is fucking going off 🙌	joy
man can't wait for the champions league , guess who's back liverpoolll	joy
man got tickets for tuesday night unoooo #championsleague #wedemboyz	joy
managed to bag a ticket for the liverpool game against ludogrets! first game back in the champions league for 5 years, absolutely buzzing	joy
managed to get a ticket for the @lfc vs ludogorets game! @championsleague  is back at anfield!#ucl #weareliverpool #ynwa	joy
marco reus injured and will not play against arsenal in #ucl. very good news for arsenal!	joy
marco reus is really unlucky. he's got an ankle ligament injury so he's ruled out of the first champions league match against arsenal 😔	sadness
messi was the #ucl best scorer in 4 times, cristiano was in 3 times. so it's cr7 3-4 messi. will cr7 equal messi's record ? #halamadrid	anticipation
midweeks are miserable without the champions league the sooner it makes a return the better	anticipation
mike said he's going to the league and i thought he meant champions league.... but he meant football😐	surprise
mikel should prove his stuff in this match that is a champions league winner because if not am a chelsea fan i would have doubted him.	trust
milan please try and come back to champions league next season	anticipation
mls/champions league schedule doesn't look too kind to a struggling skc. if they're not careful, they might tumble to that play-in game.#mls	fear
morning everyone,,4days till match day an 1 week today play our first match in the champions league !! #excited #lfc #ynwa	joy
next week exactly at this time #lfc would be playing the glorious #ucl game. ..super excited	joy
next week it's uefa champions league matches ,can't wait to see chelsea play schalke 04	joy
next week, liverpool fc will be playing its first @championsleague match for nearly five years! we never walked alone! #berlin2015?	joy
nigeria's independence + champions league is just around; get ready to challenge ur friends on #refpredictor league (rpl) to win cool stuffs	joy
no guy can ever tell me he hasnt had that daydream of playing in the champions league final…	trust
no stadium, no top players, no title in over 50 years, no champions league, small fan base and they want a £billion!	surprise
not gonna let adrian chiles ruin our return to the champions league!! roll on, roll on! #lfc	trust
not in the champions league yet we making more money than the comedians in the epl. somehow we always remain top	trust
not sure what all #manutd fans will be doing on wednesdays as for us scousers we will be watching our team in champions league #lfc #ynwa	joy
now i'm able to do it, i think a few champions league games abroad are in order this year...	trust
now that this bs is over, back to #lfc we go. back to the champions league next week, can't wait #buzzing	anticipation
now those figures will decrease drastically without champions league football but we will be back... with even more positive records!!	trust
now welbeck has hit form i think @manutd you push for a champions league place this season	trust
of course the year after i leave storm they get picked to go to the champions league 😩 #sojealous	sadness
oh look at that, liverpool playing in the champions league next week.	surprise
oi.... man got tickets to first champions league game at anfield in 5 years😱😄👏	joy
one week till champions league. fucking buzzing. the chaaaaammmmmpions dadadada	joy
only 36k people play fantasy champions league? thought it would be more...	surprise
our fantastic players are getting injured playing for their countries & we have the champions league coming up #worried #lfc	fear
our first champions league fixture since 2009 is only 7 days a way.	joy
our team #ludogorets is in #championsleague yes! we waited for this time too long. #champions #goludogorets	joy
paris saint germain will be in the big four of the champions league these season :d	trust
paul gascoine scored one of the greatest goals in @championsleague on @itv .... what a talent #gazza	trust
prem is back this weekend then champions league in the week! good life	joy
price of the champions league tickets is absolutely ridiculous imo	disgust
properly looking forward to next tuesday evening... #ucl #lfc #5times	anticipation
proud to say i was able to work with the can-am league champions! what a great experience, awesome job guys @rcklandboulders #boulderup	trust
purposely took no classes tuesdays, wednesdays because i'm not missing a second of champions league this year	anticipation
putting kanye over the champions league song sounded like a good idea...in my head. maybe i've lost my touch with audio editing.	disgust
pwar i've missed watching liverpool on itv1 in the champions league, still remember watching them beat madrid 1 nawt	sadness
radamal falcao, angel do maria, marcos rojo and daley blind should lift man u this season and bring them back to champions league	trust
rah it still makes me chuckle to see liverpool back in the champions league	joy
raheem sterling in the champions league this season is going to be amazing! he'll decline from 25 onwards but love him until then!! #eng	trust
real madrid 2014 team was best in #ucl as they thrashed defending #ucl winner and had an amazing & record breaking #ucl season #ultimateucl	trust
real madrid fans. can we u pull it off? win the champions league again n make history again?	anticipation
really really looking forward to seeing liverpool back in the champions league.	joy
remember we have a champions league tie on wednesday too! i'd rest sterling for the weekend. coutinho's mastery to take over!	joy
remember when wilshire played well against barcelona in the champions league a few years ago ... hasn't played well since!	disgust
na it's all about ludogorets at anfield! champions league is back! #ucl	joy
return @championsleague, return top chef poland, return hell's kitchen poland, now @fivbmenswch, so amazing! <3	joy
reus out of #ucl clash with arsenal, that's some good news for gooners. hope he gets well soon though #afc #bvb	joy
right. enough of this international football shite. can the premier league and champions league hurry up please... that's what we care about	anticipation
ronaldo da lima never won a champions league .. but 3 world best wif 1st coming at age 17 shows hes greater nd ll always b original ronaldo	trust
ronaldo may have won the champions league but he's never won the royal rumble and never will.	disgust
ronaldo scored 17 in the champions league last season, yes, seventeen.... 🔥💥	surprise
rooney fell off so much. this is a guy who score a hattrick on his champions league debut at 18. 😔	sadness
rooney has played premier league, champions league n international football every single week since he was 16! #wow #burntout	surprise
sanogo and welbeck scored last night, who needs falcao, gonna win the champions league now	trust
sept 16th will be a great day. i will have work off and ucl and concacaf champions league games to watch	joy
september 16 .... theeeeeeeeee chaaampionssssssssssssss!!!! #ucl	joy
september shaping up rather nicely.... vegas. 4 nights in nyc. ryder cup. nfl at wembley. fifa 15. lfc back in the champions league! #boss	joy
thank god soccer season is here. especially the champions league. 🙌🙌🙌🙌	trust
thank god that international breaks over!! bring on the prem and champions league 👊👊	trust
that makes me so happy to see... champions league coverage next week with liverpool in action 👍👏😊😍💪✌️⚽️⚽️🏆 about time!!! #lfc	joy
that moment when you realise liverpool are back in the champions league a week tomorrow #lfc	joy
this trial has been more dragged out than the champions league draw.	disgust
time to go to bed, trudge through this week, watch arsenal vs man city on saturday, then watch some champions league soccer next week!	joy
twitizens, please why is #welbeck all over my tl this night? did he score the winning goal for #afc in the #ucl final?	anticipation
uefa champions league best goals, then pre game, then czech republic vs netherlands perfect 2 and a half hours	joy
villa in the league on saturday and then ludogorets in the champions league on tuesday , lovely week ahead.	joy
wait nottingham forrest has 2 champions league titles??? arsenal no get ?	surprise
wait, i'll never be home for champions league games.. nooooooooooooooooo	sadness
#amazonfire #dynamicperspective might suck up battery life.#jeffbezos didn't really touch on that subject!!!	disgust
#google #hummingbird though still in #beta stage, but will gain acceptance with #wearable #technology, since users focus on accomplishment.	trust
#iphone chargers and battery life are really making me look into #androids	disgust
48 hour iphone battery life. that's the first item on my christmas wish list this year.	anticipation
@_sywcg jk i'm hella excited for new wearable tech and an android update :)))	anticipation
@_theexodus naa man i want an iphone samsung camera quality is shit.	disgust
@achipa interesting to see if apple comes with something immediately understandable in wearable space.	anticipation
@ahealthyslice quinoa bites = addicting!  i shred the broccoli in the food processor - laziness for the win ;-)	joy
@angad10sep @ashayak yes! my phone is fast you should get a nexus.	joy
@attdeals @appleofficlal if u haven't noticed, @samsung is putting out new, updated cell phones at a ratio of 3 to 1 new, updated iphone sux	disgust
@bestbuy the new samsung galaxy tab is sweeeeet! #greatestgrad	joy
@bigeblade if you have other apple devices then iphone is a must. menus are not as simple to navigate through on samsung as iphone.	trust
@bigjoey76 @ee wow. ...hang on. it's got a 2 day battery life!!!	joy
@blu_adde i need a iphone 5s then so it’s superior camera can focus on this tiny thing in my pants	anticipation
@boschkitchenssa i'm so happy with my blender for the @welliamchlg :) i have a competitor processor on loan, but it's been made redundant :)	joy
@brevilleusa @matthewjennings this pasta recipe is perfect for the breville food processor! and quick!!!	joy
@buggalo android wear does far more than pebble. i thought my pebble was history. but until smartwatch displays work outdoors, pebble stays!	joy
@buggalo android wear is clever and exciting, but current smartwatches becomes stupid when sun prevents time-telling! will moto360 prevail?	sadness
@challengelauren and those snaps lol they are awesome ur camera is epic i am sure u use iphone or an ipod	joy
@clarabsmith33 ohhh man! i feel in the water with a battery booster , camera and new iphone and took like three days in rice but fixed it	joy
@clyderoberson i may be forced to flush my samsung galaxy down the toilet & buy an iphone. just say the word.	fear
@corycowgill @markross__c hold out for the iwatch. i know technology is progressing quick, but java on watch? ew.	disgust
@cougardc thanks for keeping nexus alive!!  @wildstar @wildstarops	joy
@currentgeek i have 10 sensors for bullshit. they all just sensed something #iwatch	disgust
@cyncynnnnnn see i would violate , but i'm no bully .. plus you not worth my battery life 🙇	disgust
@dan684_ stop it!!! i don't have the battery life to listen!! 😫😫😫	disgust
@dane_boegner if i had more battery life id do a creative slide but i don't got much left	sadness
@dantregembo @dslrinformer battery life isn't great, but better than a bmpcc!	sadness
@digitalastair i have a nexus 5 - probably haven't left fanboy days ;)	trust
@dmerlyn maybe nexus machine was not as responsive as it shud have been	sadness
@doidoiphua intel processor, i trust will perform better than mtk, the camera is awesome in low light,or huawei	trust
@dougerythuggery it's gorgeous- used it on a friend's nexus 5 today.	joy
@dynamicsubspace and here i thought all this iwatch gab was just talk and rumor.	surprise
@eightlab i tried, but the iphone camera couldn't cope with it!	sadness
@elllizabbbeth your camera does it justice unlike iphone cameras 😪	surprise
@estebs1978 agree... you could churn through video encoding tasks like crazy with that 8-core processor.	trust
@fligguh yeah but i can't charge it anymore so i just charge the battery itself, and the battery life is complete shit	sadness
@garretthoff527 get the droid max. it has 32 hours of battery life. my mom has it and she loves it	trust
@geemichelin yess!! 😄 damn samsung doesn't let me use emojis for contacts so i had to do <3. i shall buy an iphone to keep up. 😇	anger
@getwired i get tired of the iwatch mock-ups. they are the dumbest things in the world.	disgust
a golden samsung!? wow, that's original. #copycats #youarenotfancy	disgust
after 2 hours, my phone is already on 60% battery life... this is going to be disastrous during #totc	fear
ah saturday morning. all it took was a cup of tea and a word processor to make it great. #writinglife	joy
aint nothing worse than waking up with no hoes! you check yo phone and ain't nothing there but 100% battery life 😩😩😭	sadness
all new android wear watches run a only a day on battery, isn't that a bit of a pain?	disgust
almost went through half my battery life and still have six more hours of my shift 😩🆘	fear
also her boobs are so big that the iphone camera face recognition thought it was another face.	surprise
an hour and a half left of work and my battery life is #dwindling 😱😓	fear
an ios companion app for the android wear watches would be awesome. they've managed that with glass before #o14	anticipation
android auto, android tv, and android wear - google's ecosystem is growing up!  via @googleio #open #marketshare	joy
android l's claim to better battery life rests almost fully on developers.	fear
android needs to put a flash on the front camera.  talk about the perfect selfie.  @samsung	anticipation
another broken iphone!! 😔 next phone is definitely a samsung!!!	sadness
anyone else noticing significantly worse iphone battery life since the last update, or is my phone just special?	fear
apple officially announce the imminent release of the new iphone by drastically reducing our current battery life!	anger
apple, if the iwatch will not be able to take calls and annunciate imessages from it, i don't want it.	fear
battery life on my 4s seems to have taken a major nosedive in the last few months. can’t even make it through the day when staying at home.	sadness
beats pills... xl. 15 hours battery life...300 at best buy.😂😂😂	joy
best thing about the note 3, the battery life last way longer than iphones	trust
big xiaomi fan, was looking forward to it @sharmashradha @yourstoryco	anticipation
blow your girls phone up all day so she won't have enough battery life to text other niggaz	fear
budgeting the battery life of my 3ds, my laptop and my iphone since there won't be any chance of electricity soon	fear
by the way, if you doodle iwatch mock-ups, you’re a dork. a complete mega-dork who deserves an atomic wedgie.	disgust
catchup on @itvcorrie on mums samsung tablet giant version of my s4 love it!! @samsung #samsung	joy
chromebook so far: it takes 2 seconds to load up (cool), i hate being tied to a google account (i'm a rare creature). battery life = win.	joy
covering for a coworker who called in 2day..i didn't budget my battery life this morning for this. #iphone5s #dimscreen	fear
does anybudy else's battery life suck for the iphone? mine dies so quickly grrrrrr	anger
dont kno bout that iphone 6 now.. samsung just shit on apple with them two releases yesterday.. smh.. #note4 & #someothershit look good too!	sadness
dreamt a scary doll was watching me through my iphone and mac camera then sending me really mean txts - what's wrong with me?	fear
dropped my phone and now my camera doesn't work.  great!  my iphone still worked after i dropped it, the screen just cracked. #backtoiphone?	sadness
even with android wear, it still not a good idea to buy the first lot. buy the second gen ones to avoid surprises.	trust
finally! #motorola announces the moto 360 smartwatch for the indian market. it runs android wear.	anticipation
first n probably last time av left the house with 100% battery life 🙌	surprise
football season, when my cell phone battery life drops to zero.	fear
fuck la better change to iphone or a better samsung. srsly sia	anger
fuck this battery life i'm always outta apple juuuuiceeeee🔋🔌	anger
fucking hell that game was intense, we had an open nexus & still won	joy
fundamental flaw with all these smart watches and android wear stuff. why would anyone want stuff on their wrist to keep buzzing?!	disgust
geeks who missed the #google io are crying on the news of the android wear distribution! i may be one of them !	fear
god gave you a crazy processor in your noggin for a reason. use it!	disgust
gonna buy the nexus 7 32gb with my savings of the last three years :)	joy
gotta save battery life.. they don't like niggas out here! ✌️text me	fear
guys help out plzzzzz got an upgrade on my phone coming up	fear
has anyone done a launch price analysis of the xiaomi phones? between successive generations? doing it while travelling it a bit tough	sadness
haven't charged my phone all day and it's still at 30%... where was this battery life during school?	surprise
havnt charged my phone all day and its barely dying. gotta love my phones battery life👌	surprise
hehe. my dad uses lg , sis uses iphone , mama uses htc and me samsung. yeah.	joy
help.......major decision........samsung or iphone. ..........????	sadness
highlights of #io14 for me were android one and android wear. for the rest, i'm left fully confused with too many questions...	fear
holy shit someone should make a vx1000 type filter or emulation for iphone or for really any camera #vx1000 #ideas #milliondollaridea	surprise
how can the battery life on my phone go from 100% to 60% in 20 minutes 😩	sadness
how does fracking affect my iphone, laptop and camera ! if you tell me i won't be able to breathe i won't believe/care #hackthefrack	anger
i am getting a new phone this week. .. no more samsung.  hello iphone!!!! #turncoat	joy
i can't wait to get rid of my piece of 💩 iphone and switch to samsung 🙌	anticipation
i don't understand how snapchat got front camera flash and the iphone doesn't 😒	sadness
i guess the nexus 5 is a great phone if you're easily impressed.	disgust
